class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,"['raggio', 'ray of light', 'beam of light']",light beam,light beam.md,light beam,SXrVe27zaz8x,506068513186292993421,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bHdCw4BecfGK,natural phenomenon,,
Concept,"['raggio', 'ray of light', 'beam of light']",light beam,light beam.md,light beam,SXrVe27zaz8x,506068513186292993421,subclass_of,,,,
Concept,"['raggio', 'ray of light', 'beam of light']",light beam,light beam.md,light beam,SXrVe27zaz8x,506068513186292993421,identifier,,,,http://www.wikidata.org/entity/Q2493660
