class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,poem,,,poem,poem.md,Wvnraxko77uh,596915807601010018125,identifier,http://www.wikidata.org/entity/Q5185279,,,
Concept,poem,,,poem,poem.md,Wvnraxko77uh,596915807601010018125,described_by_source,,,,
Concept,poem,,,poem,poem.md,Wvnraxko77uh,596915807601010018125,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/g4TPeea9wGN7,form of creative work
