class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/m6wtPJn8ruaN,Giovanni Battista Maurizzi,,,,,,,,,,,,,,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,part_of,,,,,,,,Dell'Immaturo,9.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JLv6HZNGtUao,Ricreazioni amorose de gli Academici Gelati di Bologna,,,,,,,,,,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,subject,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5ZbsDcKwceyY,canzone,,,,,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable,,,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VyiHhzpodNyS,eye,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DZwg5ijCKnjb,light beam,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dLYDrPERbWVH,flying,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4jQ3H5yuexkm,flame,,,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,"Occhi amorosi, e vaghi",,,"Occhi amorosi, e vaghi","Occhi amorosi, e vaghi.md",mj3uodQrXHzY,902199185524053271872,text,,,,,,,,,,,,,,,,,,,,,,,"Occhi amorosi, e vaghi,
Luci de l'alma mia,
Che vita ha sol quanto si specchia in  voi,
Piacciavi ch' io m' appaghi
In rimirarvi pria,
Ch'a lodar venga il vostro bel fra noi,
Che così scorto poi
Salirò in alto tanto
Con l'ali del pensiero,
Che ritornando spero
Portar cose sì nove in questo canto,
Ch'udendole ogni core
Meco s'infiammi d'immortale ardore."
