class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_volume,part_of_pages,part_of_label,based_on_value,based_on_label,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,identifier,,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WsQJYjxufGKj,Laura Terracina,,,,,,,,,,,,,,,,,,,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3h5YPRvaDuan,Lamento d'Isabella AF. S.,,198.0,Le seste rime della signora Laura Terracina di Napoli,,,,,,,,,,,,,,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,based_on,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XU8S5WyvBShC,Orlando furioso,,,,,,,,,,,,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,subject,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ACTN7uuqiNiD,torment,,,,,,,,,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,subject,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XLktudVaMszu,anaphora,,,,,,,,,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,poetic_type,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,metre,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bfs7vFWVUD9P,Zerbino,,,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/74A96yzGx4d7,Isabella,,,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PkJjQdNqm3ok,thousand,,,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,language,,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Io so che ti conturbi del mio duolo,,,Io so che ti conturbi del mio duolo,Io so che ti conturbi del mio duolo.md,5492HqBdJibK,62676257516913076568,text,,,,,,,,,,,,,,,,,,,,,,,,,,"Io so che ti conturbi del mio duolo,
et io del tuo dolor morir mi sento,
Tu zerbin mio, pur ti lamenti solo,
et io sala mi doglio, et mi lamento.
Tu non hai di piacer alcun consuolo,
et io quetar non posso un sol momento,
Talché se tu zerbin mio pati un'hora
io mille volte il dì convien ch'io mora."
