class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,described_by_source_value,described_by_source_label
Agent,Gironda Cerrini,Gironda Cerrini.md,Gironda Cerrini,oHLpPP9py2wr,934165488992983845903,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,,
Agent,Gironda Cerrini,Gironda Cerrini.md,Gironda Cerrini,oHLpPP9py2wr,934165488992983845903,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,,,,
Agent,Gironda Cerrini,Gironda Cerrini.md,Gironda Cerrini,oHLpPP9py2wr,934165488992983845903,work_location,,,,,,,,,,,,,,,,,
Agent,Gironda Cerrini,Gironda Cerrini.md,Gironda Cerrini,oHLpPP9py2wr,934165488992983845903,member_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cAJzBhJFpN7o,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/m8sBpVgB8XmV', 'label': '(Cox 2020)'}]",Accademia dei Virtuosi di Perugia,,,,,,,,,
Agent,Gironda Cerrini,Gironda Cerrini.md,Gironda Cerrini,oHLpPP9py2wr,934165488992983845903,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Z6wHiMofdhxP,Christian nun,,,,,,,
Agent,Gironda Cerrini,Gironda Cerrini.md,Gironda Cerrini,oHLpPP9py2wr,934165488992983845903,related_to,,,,,,,,,,,,,,,,,
Agent,Gironda Cerrini,Gironda Cerrini.md,Gironda Cerrini,oHLpPP9py2wr,934165488992983845903,notable_work,,,,,,,,,,,,,,,,,
Agent,Gironda Cerrini,Gironda Cerrini.md,Gironda Cerrini,oHLpPP9py2wr,934165488992983845903,interested_in,,,,,,,,,,,,,,,,,
Agent,Gironda Cerrini,Gironda Cerrini.md,Gironda Cerrini,oHLpPP9py2wr,934165488992983845903,catalog_identifier,,,,,,,,,,,,,,,,,
Agent,Gironda Cerrini,Gironda Cerrini.md,Gironda Cerrini,oHLpPP9py2wr,934165488992983845903,present_in_work,,,,,,,,,,,,,,,,,
Agent,Gironda Cerrini,Gironda Cerrini.md,Gironda Cerrini,oHLpPP9py2wr,934165488992983845903,described_by_source,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/m8sBpVgB8XmV,(Cox 2020)
