class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,country,,,country,country.md,5bNybz8kUGyM,73988023896231345346,identifier,http://www.wikidata.org/entity/Q6256,
Concept,country,,,country,country.md,5bNybz8kUGyM,73988023896231345346,described_by_source,,
