class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,barzelletta,Light poetic form using octosyllable verses.,['scherzo'],barzelletta,barzelletta.md,DJS8XPPRYbXP,232940593213789643208,identifier,http://www.wikidata.org/entity/Q3635495,
Concept,barzelletta,Light poetic form using octosyllable verses.,['scherzo'],barzelletta,barzelletta.md,DJS8XPPRYbXP,232940593213789643208,described_by_source,,
