class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_quantity,instrumentation_value,instrumentation_label,based_on_value,based_on_label,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F029890000010101_000000164700C,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oBzcScDB6fDj,Paolo Emilio Balzani,,,,,,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZdhwwcMniHaV,Alfonso Montesano,,,,,,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dW653MkZD8Cf,Madrigali a cinque voci. Libro primo di Don Alfonso Montesano,,,,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,instrumentation,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kSRFAFQb4mfa,bassus,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,instrumentation,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UffZZ8mohzzQ,altus,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,instrumentation,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6xVaVEAi3tdM,cantus,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,based_on,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JY6qvS7L9qLE,Filli caro ben mio,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,derivative_work,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,text,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,language,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,subject,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,poetic_type,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,depicts,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Bastami un guardo solo (Montesano),,,Bastami un guardo solo (Montesano),Bastami un guardo solo (Montesano).md,K3ARvUhtVjVP,351225808649817359772,metre,,,,,,,,,,,,,,,,,,,,,,
