class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,poetic form,poetic form.md,poetic form,d8pY5kFd7FsT,724724213683236107734,instance_of,,,
Concept,poetic form,poetic form.md,poetic form,d8pY5kFd7FsT,724724213683236107734,subclass_of,,,
Concept,poetic form,poetic form.md,poetic form,d8pY5kFd7FsT,724724213683236107734,identifier,,,http://www.wikidata.org/entity/Q89522629
