class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,initiation ritual,rite of passage marking entrance or acceptance into a group or society,"['rite-de-passage', 'rito di iniziazione']",initiation ritual,initiation ritual.md,9nsxER67dMzP,160698028895754990129,identifier,http://www.wikidata.org/entity/Q594939,,,
Concept,initiation ritual,rite of passage marking entrance or acceptance into a group or society,"['rite-de-passage', 'rito di iniziazione']",initiation ritual,initiation ritual.md,9nsxER67dMzP,160698028895754990129,described_by_source,,,,
Concept,initiation ritual,rite of passage marking entrance or acceptance into a group or society,"['rite-de-passage', 'rito di iniziazione']",initiation ritual,initiation ritual.md,9nsxER67dMzP,160698028895754990129,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NipdbPwHTGmA,activity
