class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Le donne antique hanno mirabil cose,,,Le donne antique hanno mirabil cose,Le donne antique hanno mirabil cose.md,cqDQowU4tKZh,718708570268668137969,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/019220000101_PPPP00015400C,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Le donne antique hanno mirabil cose,,,Le donne antique hanno mirabil cose,Le donne antique hanno mirabil cose.md,cqDQowU4tKZh,718708570268668137969,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Le donne antique hanno mirabil cose,,,Le donne antique hanno mirabil cose,Le donne antique hanno mirabil cose.md,cqDQowU4tKZh,718708570268668137969,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Le donne antique hanno mirabil cose,,,Le donne antique hanno mirabil cose,Le donne antique hanno mirabil cose.md,cqDQowU4tKZh,718708570268668137969,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8qMTBqEnmhVL,Ludovico Ariosto,,,,,,,,,,,,,,,,
PoeticWork,Le donne antique hanno mirabil cose,,,Le donne antique hanno mirabil cose,Le donne antique hanno mirabil cose.md,cqDQowU4tKZh,718708570268668137969,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FSsfkMyDLbzE,"Canto XX, 1",Orlando furioso,,,,,,,,,,,,,
PoeticWork,Le donne antique hanno mirabil cose,,,Le donne antique hanno mirabil cose,Le donne antique hanno mirabil cose.md,cqDQowU4tKZh,718708570268668137969,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Le donne antique hanno mirabil cose,,,Le donne antique hanno mirabil cose,Le donne antique hanno mirabil cose.md,cqDQowU4tKZh,718708570268668137969,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Le donne antique hanno mirabil cose,,,Le donne antique hanno mirabil cose,Le donne antique hanno mirabil cose.md,cqDQowU4tKZh,718708570268668137969,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TNEkus8TKX7L,querelle des femmes,,,,,,,,,
PoeticWork,Le donne antique hanno mirabil cose,,,Le donne antique hanno mirabil cose,Le donne antique hanno mirabil cose.md,cqDQowU4tKZh,718708570268668137969,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QKnFCoKHDFvG,ottava rima,,,,,,,
PoeticWork,Le donne antique hanno mirabil cose,,,Le donne antique hanno mirabil cose,Le donne antique hanno mirabil cose.md,cqDQowU4tKZh,718708570268668137969,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Le donne antique hanno mirabil cose,,,Le donne antique hanno mirabil cose,Le donne antique hanno mirabil cose.md,cqDQowU4tKZh,718708570268668137969,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QumbV58oqxew,Muse,,,
PoeticWork,Le donne antique hanno mirabil cose,,,Le donne antique hanno mirabil cose,Le donne antique hanno mirabil cose.md,cqDQowU4tKZh,718708570268668137969,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gTLFtEKC9ZXS,warrior,,,
PoeticWork,Le donne antique hanno mirabil cose,,,Le donne antique hanno mirabil cose,Le donne antique hanno mirabil cose.md,cqDQowU4tKZh,718708570268668137969,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,Le donne antique hanno mirabil cose,,,Le donne antique hanno mirabil cose,Le donne antique hanno mirabil cose.md,cqDQowU4tKZh,718708570268668137969,text,,,,,,,,,,,,,,,,,,,,,,,,"Le donne antique hanno mirabil cose
Fatto ne l'arme e ne le sacre Muse
E di lor opre belle e gloriose
Gran lume in tutto il mondo si diffuse:
Arpalice e Camilla son famose
Perché in battaglia erano esperte et use
Sapho e Corinna perche furon dotte
Splendono illustri, e mai non veggon notte."
