class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,destiny,,"['fortune', 'fate', 'fortuna']",destiny,destiny.md,2pB9hiFXgYTg,16711554029710619498,identifier,http://www.wikidata.org/entity/Q216774,
Concept,destiny,,"['fortune', 'fate', 'fortuna']",destiny,destiny.md,2pB9hiFXgYTg,16711554029710619498,described_by_source,,
