class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,drama collection,drama collection.md,drama collection,9YvFDAQRhxtE,155644045587460190025,instance_of,,,
Concept,drama collection,drama collection.md,drama collection,9YvFDAQRhxtE,155644045587460190025,subclass_of,,,
Concept,drama collection,drama collection.md,drama collection,9YvFDAQRhxtE,155644045587460190025,identifier,,,http://www.wikidata.org/entity/Q119318561
