class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,related_to_value,notable_work_value,notable_work_label,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Pietro Stufa,,['Pietro della Stufa'],Pietro Stufa,Pietro Stufa.md,8y7U3szA2ZVK,143761890725450372033,identifier,,,,,,,,,,,,,,,
Agent,Pietro Stufa,,['Pietro della Stufa'],Pietro Stufa,Pietro Stufa.md,8y7U3szA2ZVK,143761890725450372033,described_by_source,,,,,,,,,,,,,,,
Agent,Pietro Stufa,,['Pietro della Stufa'],Pietro Stufa,Pietro Stufa.md,8y7U3szA2ZVK,143761890725450372033,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,
Agent,Pietro Stufa,,['Pietro della Stufa'],Pietro Stufa,Pietro Stufa.md,8y7U3szA2ZVK,143761890725450372033,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,
Agent,Pietro Stufa,,['Pietro della Stufa'],Pietro Stufa,Pietro Stufa.md,8y7U3szA2ZVK,143761890725450372033,work_location,,,,,,,,,,,,,,,
Agent,Pietro Stufa,,['Pietro della Stufa'],Pietro Stufa,Pietro Stufa.md,8y7U3szA2ZVK,143761890725450372033,member_of,,,,,,,,,,,,,,,
Agent,Pietro Stufa,,['Pietro della Stufa'],Pietro Stufa,Pietro Stufa.md,8y7U3szA2ZVK,143761890725450372033,occupation,,,,,,,,,,,,,,,
Agent,Pietro Stufa,,['Pietro della Stufa'],Pietro Stufa,Pietro Stufa.md,8y7U3szA2ZVK,143761890725450372033,related_to,,,,,,,,,,,,,,,
Agent,Pietro Stufa,,['Pietro della Stufa'],Pietro Stufa,Pietro Stufa.md,8y7U3szA2ZVK,143761890725450372033,notable_work,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hehxLitmttmS,"Componimenti latini, e toscani da diversi suoi amici composti. Nella morte di M. Benedetto Varchi",,,
Agent,Pietro Stufa,,['Pietro della Stufa'],Pietro Stufa,Pietro Stufa.md,8y7U3szA2ZVK,143761890725450372033,interested_in,,,,,,,,,,,,,,,
Agent,Pietro Stufa,,['Pietro della Stufa'],Pietro Stufa,Pietro Stufa.md,8y7U3szA2ZVK,143761890725450372033,catalog_identifier,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",16031.0
