class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/drasiKYKtnDo,Giovanna d'Aragona,,,,,,,,,,,,,,,,,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WVoqVbuogPXu,Fausta Tacita,,,,,,,,,,,,,,,,,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,part_of,,,,,,,,309.0,Fausta Tacita.,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ENq7SsHPfC3T,Del tempio alla divina signora donna Giovanna d'Aragona,,,,,,,,,,,,,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/drasiKYKtnDo,Giovanna d'Aragona,,,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Dw8U7c9dKgjv,singing,,,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/n8dKKupcf2zK,flying,,,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,text,,,,,,,,,,,,,,,,,,,,,,"Dove le più gentil di questa etate
Alme, al gran Tempio van devote intorno,
Oggi che'l Sol n'adduce un sì bel giorno,
E scopre il Ciel, quante mai fur poggiate,

Con tante voglie, a somma gloria alzate,
Volo contenta; e dove hor fa soggiorno
Lascio la frale spoglia, a cui fia un giorno
Chiara de l'Idol suo l'alta beltade.

Apransi homai l'aventurose porte,
E s'oda sì leggiadra compagnia
Cantar quanto il cor detta allegra, e forte.

Indi fatta a' suoi altari immortal via,
Arda l'anima pura, e in sì alta forte
Vegga prima d'ogn'altra arder la mia.",,
PoeticWork,Dove le più gentil di questa etate,,,Dove le più gentil di questa etate,Dove le più gentil di questa etate.md,GGniEpdcKJXk,294255011693144892495,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
