class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,interested_in_label,notable_work_value
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,eeDbxfUsa4Y5,755999246175283201125,identifier,,,,,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,eeDbxfUsa4Y5,755999246175283201125,described_by_source,,,,,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,eeDbxfUsa4Y5,755999246175283201125,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Ma9mE58a3Ryr,online database,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,eeDbxfUsa4Y5,755999246175283201125,inception,,,,,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,eeDbxfUsa4Y5,755999246175283201125,dissolved,,,,,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,eeDbxfUsa4Y5,755999246175283201125,location,,,,,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,eeDbxfUsa4Y5,755999246175283201125,official_website,,,,,,,,https://corago.unibo.it/,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,eeDbxfUsa4Y5,755999246175283201125,catalog_identifier,,,,,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,eeDbxfUsa4Y5,755999246175283201125,member,,,,,,,,,,,,,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,eeDbxfUsa4Y5,755999246175283201125,interested_in,,,,,,,,,,,[[libretto]],,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,eeDbxfUsa4Y5,755999246175283201125,interested_in,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WvmFTcvTNiwA,opera,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,eeDbxfUsa4Y5,755999246175283201125,interested_in,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YCN3YBd5MREb,theater,
Organisation,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,,,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900,Corago. Repertorio e archivio di libretti del melodramma italiano dal 1600 al 1900.md,eeDbxfUsa4Y5,755999246175283201125,notable_work,,,,,,,,,,,,,
