class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,betrayal,,,betrayal,betrayal.md,oNwZL9SndUgS,936196279046711355765,identifier,http://www.wikidata.org/entity/Q2166722,
Concept,betrayal,,,betrayal,betrayal.md,oNwZL9SndUgS,936196279046711355765,described_by_source,,
