class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,sonnet,sonnet.md,sonnet,B7F6S9cQhDK7,187616327595030096302,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/d8pY5kFd7FsT,poetic form,,
Concept,sonnet,sonnet.md,sonnet,B7F6S9cQhDK7,187616327595030096302,subclass_of,,,,
Concept,sonnet,sonnet.md,sonnet,B7F6S9cQhDK7,187616327595030096302,identifier,,,,http://www.wikidata.org/entity/Q80056
