class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NqoZxCbzEnSz,Barbara degli Albizzi Tagliamochi,,,,,,,,,,,,,,,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AbDZnrEnp7Un,"Canto I, 3",2.0,Ascanio errante,,,,,,,,,,,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ruLTSyv8VeY,pastoral,,,,,,,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PnkoxmTbaCXr,Muse,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iUnzyAtvGSK8,river,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ByFdYpwqvPWu,nymph,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ddw2PSbVUZ6t,shepherd,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dvd5PGqiBSVe,songbird,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Dw8U7c9dKgjv,singing,,,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Musa che meco in basso stil cantasti,,,Musa che meco in basso stil cantasti,Musa che meco in basso stil cantasti.md,Q4Rfijj4cGoz,454864150440393282029,text,,,,,,,,,,,,,,,,,,,,,,,,"Musa che meco in basso stil cantasti,
Al dolce canto di garuli Augelli,
Alla grat'ombra l'aura fermasti
El mormorio di limpidi Ruscelli:
Scherzi vari d'Amor, honesti, e casti,
Di Ninfe, e di Pastor leggiadri, e belli;
S'audace hora a cantar sì alte imprese
M'accingo, di favor siemi cortese."
