class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,inception_reference,dissolved_value,dissolved_reference,location_value,official_website_value,catalog_identifier_value,catalog_identifier_source,member_role,member_value,member_label,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Accademia Reale di Cristina di Svezia di Roma,,,Accademia Reale di Cristina di Svezia di Roma,Accademia Reale di Cristina di Svezia di Roma.md,DHGEa8WaU3jz,232515719192273358626,identifier,,,,,,,,,,,,,,,,,,,
Organisation,Accademia Reale di Cristina di Svezia di Roma,,,Accademia Reale di Cristina di Svezia di Roma,Accademia Reale di Cristina di Svezia di Roma.md,DHGEa8WaU3jz,232515719192273358626,described_by_source,,,,,,,,,,,,,,,,,,,
Organisation,Accademia Reale di Cristina di Svezia di Roma,,,Accademia Reale di Cristina di Svezia di Roma,Accademia Reale di Cristina di Svezia di Roma.md,DHGEa8WaU3jz,232515719192273358626,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TuhZnsrVW6Mf,academy,,,,,,,,,,,,,,,
Organisation,Accademia Reale di Cristina di Svezia di Roma,,,Accademia Reale di Cristina di Svezia di Roma,Accademia Reale di Cristina di Svezia di Roma.md,DHGEa8WaU3jz,232515719192273358626,inception,,,,,1674.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",,,,,,,,,,,,,
Organisation,Accademia Reale di Cristina di Svezia di Roma,,,Accademia Reale di Cristina di Svezia di Roma,Accademia Reale di Cristina di Svezia di Roma.md,DHGEa8WaU3jz,232515719192273358626,dissolved,,,,,,,1689.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",,,,,,,,,,,
Organisation,Accademia Reale di Cristina di Svezia di Roma,,,Accademia Reale di Cristina di Svezia di Roma,Accademia Reale di Cristina di Svezia di Roma.md,DHGEa8WaU3jz,232515719192273358626,location,,,,,,,,,,,,,,,,,,,
Organisation,Accademia Reale di Cristina di Svezia di Roma,,,Accademia Reale di Cristina di Svezia di Roma,Accademia Reale di Cristina di Svezia di Roma.md,DHGEa8WaU3jz,232515719192273358626,official_website,,,,,,,,,,,,,,,,,,,
Organisation,Accademia Reale di Cristina di Svezia di Roma,,,Accademia Reale di Cristina di Svezia di Roma,Accademia Reale di Cristina di Svezia di Roma.md,DHGEa8WaU3jz,232515719192273358626,catalog_identifier,,,,,,,,,,,286.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",,,,,,,
Organisation,Accademia Reale di Cristina di Svezia di Roma,,,Accademia Reale di Cristina di Svezia di Roma,Accademia Reale di Cristina di Svezia di Roma.md,DHGEa8WaU3jz,232515719192273358626,member,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/joaxpdFod2Jb', 'label': 'founder'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/abCcQLTyWPhj,Christina of Sweden,,,,
Organisation,Accademia Reale di Cristina di Svezia di Roma,,,Accademia Reale di Cristina di Svezia di Roma,Accademia Reale di Cristina di Svezia di Roma.md,DHGEa8WaU3jz,232515719192273358626,interested_in,,,,,,,,,,,,,,,,,,,
Organisation,Accademia Reale di Cristina di Svezia di Roma,,,Accademia Reale di Cristina di Svezia di Roma,Accademia Reale di Cristina di Svezia di Roma.md,DHGEa8WaU3jz,232515719192273358626,notable_work,,,,,,,,,,,,,,,,,,,
Organisation,Accademia Reale di Cristina di Svezia di Roma,,,Accademia Reale di Cristina di Svezia di Roma,Accademia Reale di Cristina di Svezia di Roma.md,DHGEa8WaU3jz,232515719192273358626,related_to,,,,,,,,,,,,,,,,,,,
Organisation,Accademia Reale di Cristina di Svezia di Roma,,,Accademia Reale di Cristina di Svezia di Roma,Accademia Reale di Cristina di Svezia di Roma.md,DHGEa8WaU3jz,232515719192273358626,motto,,,,,,,,,,,,,,,,,,,
