class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,dt83qSxSrD7X,740396475766282575014,identifier,http://www.wikidata.org/entity/Q1490296,,,,,,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,dt83qSxSrD7X,740396475766282575014,described_by_source,,,,,,,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,dt83qSxSrD7X,740396475766282575014,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,dt83qSxSrD7X,740396475766282575014,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,dt83qSxSrD7X,740396475766282575014,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,dt83qSxSrD7X,740396475766282575014,member_of,,,,,,,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,dt83qSxSrD7X,740396475766282575014,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,dt83qSxSrD7X,740396475766282575014,related_to,,,,,,,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,dt83qSxSrD7X,740396475766282575014,notable_work,,,,,,,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,dt83qSxSrD7X,740396475766282575014,interested_in,,,,,,,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,dt83qSxSrD7X,740396475766282575014,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",7556.0
