class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value,country_label
Place,Perugia,,,Perugia,Perugia.md,7ot3ZWvYYdmA,119788745501433577934,identifier,http://www.wikidata.org/entity/Q3437,,,,,
Place,Perugia,,,Perugia,Perugia.md,7ot3ZWvYYdmA,119788745501433577934,described_by_source,,,,,,
Place,Perugia,,,Perugia,Perugia.md,7ot3ZWvYYdmA,119788745501433577934,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YQfHpGMNj5pE,city,,
Place,Perugia,,,Perugia,Perugia.md,7ot3ZWvYYdmA,119788745501433577934,country,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fCq9Z2C2Jbrg,Italy
