class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_start_date,member_of_reference,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,7HTm3o7guhzM,108773580941364574654,identifier,,,,,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,7HTm3o7guhzM,108773580941364574654,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iQ4o46B3wUmP,Italian Women Writers,,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,7HTm3o7guhzM,108773580941364574654,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/m8sBpVgB8XmV,(Cox 2020),,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,7HTm3o7guhzM,108773580941364574654,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,7HTm3o7guhzM,108773580941364574654,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,7HTm3o7guhzM,108773580941364574654,work_location,,,,,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,7HTm3o7guhzM,108773580941364574654,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UJz77hnWWSNh,1590.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/m8sBpVgB8XmV', 'label': '(Cox 2020)'}]",Accademia degli Insensati di Perugia,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,7HTm3o7guhzM,108773580941364574654,occupation,,,,,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,7HTm3o7guhzM,108773580941364574654,related_to,,,,,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,7HTm3o7guhzM,108773580941364574654,notable_work,,,,,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,7HTm3o7guhzM,108773580941364574654,interested_in,,,,,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,7HTm3o7guhzM,108773580941364574654,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",16311,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,7HTm3o7guhzM,108773580941364574654,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iQ4o46B3wUmP', 'label': 'Italian Women Writers'}",A0275,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,7HTm3o7guhzM,108773580941364574654,present_in_work,,,,,,,,,,,,,,,,,,,
