class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_note,has_version_place_of_publication,has_version_publication_date,has_version_external_source,contributor_role,contributor_value,contributor_label,subject_value,subject_label,based_on_value,catalog_identifier_value,has_part_value,depicts_value,language_value,language_label
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,identifier,http://id.sbn.it/bid/CFIE003765,,,,,,,,,,,,,,,,,,,,,
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,described_by_source,,,,,,,,,,,,,,,,,,,,,,
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XMoQEYPeMePf,short story collection,,,,,,,,,,,,,,,,,,
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,title,,,,,Lo cunto de li cunti ouero lo trattenemiento de peccerille. De Gian Alesio Abbattutis,,,,,,,,,,,,,,,,,
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,inception,,,,,,1674.0,,,,,,,,,,,,,,,,
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,has_version,,,,,,,http://id.sbn.it/bid/TO0E085935,Reprint,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gbLYmsbE7QZL', 'label': 'Napoli'}]",1674.0,https://books.google.be/books?id=WWhy-4cZhi0C,,,,,,,,,,,
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,contributor,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mGypoq67ei6s,Giambattista Basile,,,,,,,,
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MoHvpzT28S9a,novella,,,,,,
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FXdNf5gUsFe2,folk tale,,,,,,
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,based_on,,,,,,,,,,,,,,,,,,,,,,
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,catalog_identifier,,,,,,,,,,,,,,,,,,,,,,
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,has_part,,,,,,,,,,,,,,,,,,,,,,
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,depicts,,,,,,,,,,,,,,,,,,,,,,
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oMgmQoUY6Nmt,Neapolitan
Book,Lo cunti de li cunti,,['Pentamerone'],Lo cunti de li cunti,Lo cunti de li cunti.md,72GsnaVJGhU9,103273967090681185729,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
