class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,Oh bellissimo petto (Spano),,,Oh bellissimo petto (Spano),Oh bellissimo petto (Spano).md,Nh9LmGiJcd55,426883848311175944520,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F182950000010101_000000229700C,,,,,,,,,,,,,,
MusicComposition,Oh bellissimo petto (Spano),,,Oh bellissimo petto (Spano),Oh bellissimo petto (Spano).md,Nh9LmGiJcd55,426883848311175944520,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,
MusicComposition,Oh bellissimo petto (Spano),,,Oh bellissimo petto (Spano),Oh bellissimo petto (Spano).md,Nh9LmGiJcd55,426883848311175944520,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,
MusicComposition,Oh bellissimo petto (Spano),,,Oh bellissimo petto (Spano),Oh bellissimo petto (Spano).md,Nh9LmGiJcd55,426883848311175944520,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ke7Y8iiuR8Rg,Isabella Andreini,,,,,,,
MusicComposition,Oh bellissimo petto (Spano),,,Oh bellissimo petto (Spano),Oh bellissimo petto (Spano).md,Nh9LmGiJcd55,426883848311175944520,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XzVAWmX67cMn,Donato Antonio Spano,,,,,,,
MusicComposition,Oh bellissimo petto (Spano),,,Oh bellissimo petto (Spano),Oh bellissimo petto (Spano).md,Nh9LmGiJcd55,426883848311175944520,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kbV8m9bNzYLa,Di Donat'Antonio Spano il Primo Libro de Madrigali a cinque voci,,,,,
MusicComposition,Oh bellissimo petto (Spano),,,Oh bellissimo petto (Spano),Oh bellissimo petto (Spano).md,Nh9LmGiJcd55,426883848311175944520,instrumentation,,,,,,,,,,,,,,,
MusicComposition,Oh bellissimo petto (Spano),,,Oh bellissimo petto (Spano),Oh bellissimo petto (Spano).md,Nh9LmGiJcd55,426883848311175944520,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T7a5tWHLayFZ,Oh Bellissimo petto,,
MusicComposition,Oh bellissimo petto (Spano),,,Oh bellissimo petto (Spano),Oh bellissimo petto (Spano).md,Nh9LmGiJcd55,426883848311175944520,derivative_work,,,,,,,,,,,,,,,
MusicComposition,Oh bellissimo petto (Spano),,,Oh bellissimo petto (Spano),Oh bellissimo petto (Spano).md,Nh9LmGiJcd55,426883848311175944520,text,,,,,,,,,,,,,,,
