class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_start_date,member_of_reference,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Domicilla Silvi,,,Domicilla Silvi,Domicilla Silvi.md,VCibYgifXTij,561047426041778102726,identifier,,,,,,,,,,,,,,,,,,,
Agent,Domicilla Silvi,,,Domicilla Silvi,Domicilla Silvi.md,VCibYgifXTij,561047426041778102726,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fGNbusFoz4E3,Italian Women Writers,,,,,,,,,,,,,,,,
Agent,Domicilla Silvi,,,Domicilla Silvi,Domicilla Silvi.md,VCibYgifXTij,561047426041778102726,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx,(Cox 2020),,,,,,,,,,,,,,,,
Agent,Domicilla Silvi,,,Domicilla Silvi,Domicilla Silvi.md,VCibYgifXTij,561047426041778102726,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Domicilla Silvi,,,Domicilla Silvi,Domicilla Silvi.md,VCibYgifXTij,561047426041778102726,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,,,
Agent,Domicilla Silvi,,,Domicilla Silvi,Domicilla Silvi.md,VCibYgifXTij,561047426041778102726,work_location,,,,,,,,,,,,,,,,,,,
Agent,Domicilla Silvi,,,Domicilla Silvi,Domicilla Silvi.md,VCibYgifXTij,561047426041778102726,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Uz2mEwhRUFWw,1580.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx', 'label': '(Cox 2020)'}]",Accademia degli Elevati di Reggio Emilia,,,,,,,
Agent,Domicilla Silvi,,,Domicilla Silvi,Domicilla Silvi.md,VCibYgifXTij,561047426041778102726,occupation,,,,,,,,,,,,,,,,,,,
Agent,Domicilla Silvi,,,Domicilla Silvi,Domicilla Silvi.md,VCibYgifXTij,561047426041778102726,related_to,,,,,,,,,,,,,,,,,,,
Agent,Domicilla Silvi,,,Domicilla Silvi,Domicilla Silvi.md,VCibYgifXTij,561047426041778102726,notable_work,,,,,,,,,,,,,,,,,,,
Agent,Domicilla Silvi,,,Domicilla Silvi,Domicilla Silvi.md,VCibYgifXTij,561047426041778102726,interested_in,,,,,,,,,,,,,,,,,,,
Agent,Domicilla Silvi,,,Domicilla Silvi,Domicilla Silvi.md,VCibYgifXTij,561047426041778102726,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",16305,
Agent,Domicilla Silvi,,,Domicilla Silvi,Domicilla Silvi.md,VCibYgifXTij,561047426041778102726,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fGNbusFoz4E3', 'label': 'Italian Women Writers'}",A0467,
Agent,Domicilla Silvi,,,Domicilla Silvi,Domicilla Silvi.md,VCibYgifXTij,561047426041778102726,present_in_work,,,,,,,,,,,,,,,,,,,
