class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,inception_reference,dissolved_value,location_value,location_label,official_website_value,catalog_identifier_source,catalog_identifier_value,member_value,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Accademia Ievoliana di Napoli,,,Accademia Ievoliana di Napoli,Accademia Ievoliana di Napoli.md,LP96EhPo5SRe,379093828795123823277,identifier,,,,,,,,,,,,,,,,,
Organisation,Accademia Ievoliana di Napoli,,,Accademia Ievoliana di Napoli,Accademia Ievoliana di Napoli.md,LP96EhPo5SRe,379093828795123823277,described_by_source,,,,,,,,,,,,,,,,,
Organisation,Accademia Ievoliana di Napoli,,,Accademia Ievoliana di Napoli,Accademia Ievoliana di Napoli.md,LP96EhPo5SRe,379093828795123823277,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/faKgxGgth5dr,academy,,,,,,,,,,,,,
Organisation,Accademia Ievoliana di Napoli,,,Accademia Ievoliana di Napoli,Accademia Ievoliana di Napoli.md,LP96EhPo5SRe,379093828795123823277,inception,,,,,1559.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}]",,,,,,,,,,,
Organisation,Accademia Ievoliana di Napoli,,,Accademia Ievoliana di Napoli,Accademia Ievoliana di Napoli.md,LP96EhPo5SRe,379093828795123823277,dissolved,,,,,,,,,,,,,,,,,
Organisation,Accademia Ievoliana di Napoli,,,Accademia Ievoliana di Napoli,Accademia Ievoliana di Napoli.md,LP96EhPo5SRe,379093828795123823277,location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gbLYmsbE7QZL,Napoli,,,,,,,,
Organisation,Accademia Ievoliana di Napoli,,,Accademia Ievoliana di Napoli,Accademia Ievoliana di Napoli.md,LP96EhPo5SRe,379093828795123823277,official_website,,,,,,,,,,,,,,,,,
Organisation,Accademia Ievoliana di Napoli,,,Accademia Ievoliana di Napoli,Accademia Ievoliana di Napoli.md,LP96EhPo5SRe,379093828795123823277,catalog_identifier,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",73.0,,,,,
Organisation,Accademia Ievoliana di Napoli,,,Accademia Ievoliana di Napoli,Accademia Ievoliana di Napoli.md,LP96EhPo5SRe,379093828795123823277,member,,,,,,,,,,,,,,,,,
Organisation,Accademia Ievoliana di Napoli,,,Accademia Ievoliana di Napoli,Accademia Ievoliana di Napoli.md,LP96EhPo5SRe,379093828795123823277,interested_in,,,,,,,,,,,,,,,,,
Organisation,Accademia Ievoliana di Napoli,,,Accademia Ievoliana di Napoli,Accademia Ievoliana di Napoli.md,LP96EhPo5SRe,379093828795123823277,notable_work,,,,,,,,,,,,,,,,,
Organisation,Accademia Ievoliana di Napoli,,,Accademia Ievoliana di Napoli,Accademia Ievoliana di Napoli.md,LP96EhPo5SRe,379093828795123823277,related_to,,,,,,,,,,,,,,,,,
Organisation,Accademia Ievoliana di Napoli,,,Accademia Ievoliana di Napoli,Accademia Ievoliana di Napoli.md,LP96EhPo5SRe,379093828795123823277,motto,,,,,,,,,,,,,,,,,
