class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,publishing house,,,publishing house,publishing house.md,o3Jj53NDsjgB,929083726416258775707,identifier,http://www.wikidata.org/entity/Q2085381,
Concept,publishing house,,,publishing house,publishing house.md,o3Jj53NDsjgB,929083726416258775707,described_by_source,,
