class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Giovanni Battista Bracelli,,,Giovanni Battista Bracelli,Giovanni Battista Bracelli.md,HFwy3rG5oguY,314587691401448897238,identifier,http://www.wikidata.org/entity/Q5563705,,,,,,,,,,,,,,,
Agent,Giovanni Battista Bracelli,,,Giovanni Battista Bracelli,Giovanni Battista Bracelli.md,HFwy3rG5oguY,314587691401448897238,described_by_source,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Bracelli,,,Giovanni Battista Bracelli,Giovanni Battista Bracelli.md,HFwy3rG5oguY,314587691401448897238,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Giovanni Battista Bracelli,,,Giovanni Battista Bracelli,Giovanni Battista Bracelli.md,HFwy3rG5oguY,314587691401448897238,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Giovanni Battista Bracelli,,,Giovanni Battista Bracelli,Giovanni Battista Bracelli.md,HFwy3rG5oguY,314587691401448897238,work_location,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Bracelli,,,Giovanni Battista Bracelli,Giovanni Battista Bracelli.md,HFwy3rG5oguY,314587691401448897238,member_of,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Bracelli,,,Giovanni Battista Bracelli,Giovanni Battista Bracelli.md,HFwy3rG5oguY,314587691401448897238,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9EG2tE8aFH7w,painter,,,,,,
Agent,Giovanni Battista Bracelli,,,Giovanni Battista Bracelli,Giovanni Battista Bracelli.md,HFwy3rG5oguY,314587691401448897238,related_to,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Bracelli,,,Giovanni Battista Bracelli,Giovanni Battista Bracelli.md,HFwy3rG5oguY,314587691401448897238,notable_work,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Bracelli,,,Giovanni Battista Bracelli,Giovanni Battista Bracelli.md,HFwy3rG5oguY,314587691401448897238,interested_in,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KbxBVs3YAzhk,bizzarria,,
Agent,Giovanni Battista Bracelli,,,Giovanni Battista Bracelli,Giovanni Battista Bracelli.md,HFwy3rG5oguY,314587691401448897238,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Bracelli,,,Giovanni Battista Bracelli,Giovanni Battista Bracelli.md,HFwy3rG5oguY,314587691401448897238,present_in_work,,,,,,,,,,,,,,,,
