class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,title_value,inception_value,has_version_external_source,has_version_IIIF_manifest,has_version_holding_institution,has_version_publication_date,has_version_permalink,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,identifier,https://rism.online/sources/990010901,,,,,,,,,,,,,,,,,,
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,identifier,https://edit16.iccu.sbn.it/titolo/CNCE044281,,,,,,,,,,,,,,,,,,
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV05360010,,,,,,,,,,,,,,,,,,
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,described_by_source,,,,,,,,,,,,,,,,,,,
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGZbeqwxbiop,partbook,,,,,,,,,,,,,,,
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,title,,,,,Madrigali di Giouan Battista Conforti nuouamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,,,,,,,,,,,,
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,inception,,,,,,,,,,,,,,,,,,,
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,has_version,,,,,,,https://stimmbuecher.digitale-sammlungen.de/view?id=bsb00071999,https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb00071999/manifest,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hqjifQ4xf6p6', 'label': 'Munich Digitization Center'}",1567.0,https://edit16.iccu.sbn.it/titolo/CNCE044281,,,,,,,,
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,contributor,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AQ4Mxw23doRC,Laura Battiferri,,,,,
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,contributor,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7NWjyPWdFb7J,Giovanni Battista Conforti,,,,,
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,subject,,,,,,,,,,,,,,,,,,,
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,has_part,,,,,,,,,,,,,,,,,,,
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,instrumentation,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YpD8xTW34ppx,altus
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,instrumentation,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/egtVGoqDNy4L,cantus
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,instrumentation,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VzJ68XN6VVsG,tenor
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,instrumentation,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JQL5yoyTLQcN,bassus
NotatedMusic,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo.md,Evn2eQtfv5DK,266736067439625267512,instrumentation,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGvRViUmPajp,quintus
