class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,inception_value,inception_reference,dissolved_value,dissolved_sourcing_circumstances,dissolved_reference,location_value,location_label,official_website_value,catalog_identifier_source,catalog_identifier_value,member_value,member_reference,member_label,member_pseudonym,interested_in_value,interested_in_label,notable_work_value,motto_value,motto_reference
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,identifier,http://www.wikidata.org/entity/Q765899,,,,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/efadNg8p9ufB,(Pallini 2020),,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TuhZnsrVW6Mf,academy,,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,inception,,,,,,1525.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",,,,,,,,,,,,,,,,,
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,dissolved,,,,,,,,1603.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8LbxJqpVwRJW', 'label': 'circa'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",,,,,,,,,,,,,,
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,location,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2P97RzuZEUPb,Siena,,,,,,,,,,,,
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,official_website,,,,,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,catalog_identifier,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",48.0,,,,,,,,,
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,member,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jTcFc23KwosU,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/efadNg8p9ufB', 'label': '(Pallini 2020)'}, {'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",Bartolomeo Carli Piccolomini,,,,,,
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,member,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FsYpDbCrjFXi,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",Carlo Papini,L'Irresoluto,,,,,
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,member,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CmtG6RrwYggB,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CP9zVMgo5ssa', 'label': '(Cosentino 2017)'}]",Iacopo Cicognini,,,,,,
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,member,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AQ4Mxw23doRC,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3XnpJ3vZQnbp', 'label': '(Geremicca 2017)'}]",Laura Battiferri,Sgraziata,,,,,
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,interested_in,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YCN3YBd5MREb,theater,,,
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,notable_work,,,,,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Intronati di Siena,,,Accademia degli Intronati di Siena,Accademia degli Intronati di Siena.md,QSyianVr6pdC,463032449258254346347,motto,,,,,,,,,,,,,,,,,,,,,,,Sapiens dominabitur astris,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/efadNg8p9ufB', 'label': '(Pallini 2020)'}]"
