class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Erasmo Viotti,,,Erasmo Viotti,Erasmo Viotti.md,bf9DkyDM3PuF,694425699687552081781,identifier,http://www.wikidata.org/entity/Q55948680,,,,,,,,,,,,,,,,
Agent,Erasmo Viotti,,,Erasmo Viotti,Erasmo Viotti.md,bf9DkyDM3PuF,694425699687552081781,described_by_source,,,,,,,,,,,,,,,,,
Agent,Erasmo Viotti,,,Erasmo Viotti,Erasmo Viotti.md,bf9DkyDM3PuF,694425699687552081781,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,
Agent,Erasmo Viotti,,,Erasmo Viotti,Erasmo Viotti.md,bf9DkyDM3PuF,694425699687552081781,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,
Agent,Erasmo Viotti,,,Erasmo Viotti,Erasmo Viotti.md,bf9DkyDM3PuF,694425699687552081781,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QhXTZwxob5AG,Parma,,,,,,,,,
Agent,Erasmo Viotti,,,Erasmo Viotti,Erasmo Viotti.md,bf9DkyDM3PuF,694425699687552081781,member_of,,,,,,,,,,,,,,,,,
Agent,Erasmo Viotti,,,Erasmo Viotti,Erasmo Viotti.md,bf9DkyDM3PuF,694425699687552081781,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,,
Agent,Erasmo Viotti,,,Erasmo Viotti,Erasmo Viotti.md,bf9DkyDM3PuF,694425699687552081781,related_to,,,,,,,,,,,,,,,,,
Agent,Erasmo Viotti,,,Erasmo Viotti,Erasmo Viotti.md,bf9DkyDM3PuF,694425699687552081781,notable_work,,,,,,,,,,,,,,,,,
Agent,Erasmo Viotti,,,Erasmo Viotti,Erasmo Viotti.md,bf9DkyDM3PuF,694425699687552081781,interested_in,,,,,,,,,,,,,,,,,
Agent,Erasmo Viotti,,,Erasmo Viotti,Erasmo Viotti.md,bf9DkyDM3PuF,694425699687552081781,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",9188.0,
Agent,Erasmo Viotti,,,Erasmo Viotti,Erasmo Viotti.md,bf9DkyDM3PuF,694425699687552081781,present_in_work,,,,,,,,,,,,,,,,,
