class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,inception_value,dissolved_value,location_value,location_label,official_website_value,catalog_identifier_value,member_role,member_value,member_label,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,identifier,http://www.wikidata.org/entity/Q579283,,,,,,,,,,,,,,,,
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Fd9ZVb3FMniL,(Stras 2018),,,,,,,,,,,,,,
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,instance_of,,,,,,,,,,,,,,,,,
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,inception,,,,,,,,,,,,,,,,,
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,dissolved,,,,,,,,,,,,,,,,,
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4rNwxjw3kNQo,Ferrara,,,,,,,,,
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,official_website,,,,,,,,,,,,,,,,,
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,catalog_identifier,,,,,,,,,,,,,,,,,
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,member,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/F4KLdoEW9rAv', 'label': 'patron of the arts'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/b3cWxaEm2cLX,Margherita Gonzaga,,,,
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,member,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RWJhybDuQZd4,Laura Peverara,,,,
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,member,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XDaY2f6i5fwG', 'label': 'teacher'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/baADqnLF4t7X,Tarquinia Molza,,,,
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,interested_in,,,,,,,,,,,,,,,,,
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,notable_work,,,,,,,,,,,,,,,,,
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,related_to,,,,,,,,,,,,,,,,,
Organisation,concerto delle donne,,['concerto delle donne di Ferrara'],concerto delle donne,concerto delle donne.md,VMYkPRL4x8jS,564243196145624026779,motto,,,,,,,,,,,,,,,,,
