class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,opposite_of_value,opposite_of_label,instance_of_value,instance_of_label
Concept,parent,,,parent,parent.md,EGhZrKVC8j78,252950521111512308760,identifier,http://www.wikidata.org/entity/Q7566,,,,,
Concept,parent,,,parent,parent.md,EGhZrKVC8j78,252950521111512308760,described_by_source,,,,,,
Concept,parent,,,parent,parent.md,EGhZrKVC8j78,252950521111512308760,opposite_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XBXTcUPpGVNf,child,,
Concept,parent,,,parent,parent.md,EGhZrKVC8j78,252950521111512308760,instance_of,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation
