class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,opposite_of_value,identifier_value
Concept,"['enigma', 'puzzle']",riddle,riddle.md,riddle,Jhcy62DaMqRe,344515784352177845940,instance_of,,,,
Concept,"['enigma', 'puzzle']",riddle,riddle.md,riddle,Jhcy62DaMqRe,344515784352177845940,subclass_of,,,,
Concept,"['enigma', 'puzzle']",riddle,riddle.md,riddle,Jhcy62DaMqRe,344515784352177845940,opposite_of,,,,
Concept,"['enigma', 'puzzle']",riddle,riddle.md,riddle,Jhcy62DaMqRe,344515784352177845940,identifier,,,,http://www.wikidata.org/entity/Q47054
