class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value
Concept,novella,,,novella,novella.md,Lnvjri4hRdBr,387710604484552204527,identifier,http://www.wikidata.org/entity/Q149537,,
Concept,novella,,,novella,novella.md,Lnvjri4hRdBr,387710604484552204527,described_by_source,,,
Concept,novella,,,novella,novella.md,Lnvjri4hRdBr,387710604484552204527,instance_of,,,
