class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,volcano,volcano.md,volcano,8vp2eBYcV2uo,142933370547355267824,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3XraWsE54wKL,natural entity,,
Concept,volcano,volcano.md,volcano,8vp2eBYcV2uo,142933370547355267824,subclass_of,,,,
Concept,volcano,volcano.md,volcano,8vp2eBYcV2uo,142933370547355267824,identifier,,,,http://www.wikidata.org/entity/Q8072
