class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,related_to_relationship,related_to_label,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,3Qth7R9TQmSk,28922562587776692039,identifier,http://www.wikidata.org/entity/Q55835507,,,,,,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,3Qth7R9TQmSk,28922562587776692039,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,3Qth7R9TQmSk,28922562587776692039,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,3Qth7R9TQmSk,28922562587776692039,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,3Qth7R9TQmSk,28922562587776692039,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,3Qth7R9TQmSk,28922562587776692039,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Hm8LNCNr7Wxn,Firenze,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,3Qth7R9TQmSk,28922562587776692039,member_of,,,,,,,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,3Qth7R9TQmSk,28922562587776692039,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,3Qth7R9TQmSk,28922562587776692039,related_to,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/irdFWnrUWMtD,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mY2q8YffL5yG', 'label': 'sibling'}",Bernardo Giunti,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,3Qth7R9TQmSk,28922562587776692039,notable_work,,,,,,,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,3Qth7R9TQmSk,28922562587776692039,interested_in,,,,,,,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,3Qth7R9TQmSk,28922562587776692039,catalog_identifier,,,,,,,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,3Qth7R9TQmSk,28922562587776692039,present_in_work,,,,,,,,,,,,,,,,,,
