class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,eye,eye.md,eye,494MWJWBbbLj,43820908487001303908,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LgWa5o4bfRrS,anatomical entity,,
Concept,eye,eye.md,eye,494MWJWBbbLj,43820908487001303908,subclass_of,,,,
Concept,eye,eye.md,eye,494MWJWBbbLj,43820908487001303908,identifier,,,,http://www.wikidata.org/entity/Q7364
