class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,opposite_of_value,identifier_value
Concept,secret,secret.md,secret,AYVR3qzVaKdp,176122255032274357141,instance_of,,,,
Concept,secret,secret.md,secret,AYVR3qzVaKdp,176122255032274357141,subclass_of,,,,
Concept,secret,secret.md,secret,AYVR3qzVaKdp,176122255032274357141,opposite_of,,,,
Concept,secret,secret.md,secret,AYVR3qzVaKdp,176122255032274357141,identifier,,,,http://www.wikidata.org/entity/Q113925598
