class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/drasiKYKtnDo,Giovanna d'Aragona,,,,,,,,,,,,,,,,,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FAWFvt5sQcWt,Giovanni Battista Giraldi,,,,,,,,,,,,,,,,,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,part_of,,,,,,,,86.0,Giovan Battista Giraldi Cinthio.,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ENq7SsHPfC3T,Del tempio alla divina signora donna Giovanna d'Aragona,,,,,,,,,,,,,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/drasiKYKtnDo,Giovanna d'Aragona,,,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gHVGjgKjtq6V,woman,,,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TtZCYTPbJTnN,gemstome,,,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,text,,,,,,,,,,,,,,,,,,,,,,"Deh perch'hor non ho io, DONNA le rime
Atte a spiegare i maggior pregi vostri?
Perché non pon le mie penne, e gli inchiostri
Mostrar fuor, quanto il cor dentro vi stime?

Che come sete prima tra le prime,
E lume Sol de i ciechi tempi nostri,
Non per copia di gemme, o d'ori, o d'ostri,
Ma per li don, che'l Ciel argo v'imprime;

Così venuto io nel lodarvi altero
Riverente entrerei nel sacro Tempio,
Ove ciascun, quanto più può vi honora.

Ma poi, ch'in van dal Ciel tal gratia spero,
E l'ardente desir mio non adempio
Fuor mi starò, com'huom, che, tace, e adora.",,
PoeticWork,"Deh perch'hor non ho io, Donna le rime",,,"Deh perch'hor non ho io, Donna le rime","Deh perch'hor non ho io, Donna le rime.md",iQ3Cs4YtRumX,833408290644443209598,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
