class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,"['spada', 'ferro']",sword,sword.md,sword,Z6J5UyuXyJFm,641263040433553961926,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nPiNkmzNYMpM,artificial object,,
Concept,"['spada', 'ferro']",sword,sword.md,sword,Z6J5UyuXyJFm,641263040433553961926,subclass_of,,,,
Concept,"['spada', 'ferro']",sword,sword.md,sword,Z6J5UyuXyJFm,641263040433553961926,identifier,,,,http://www.wikidata.org/entity/Q12791
