class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Cingati homai de' suoi più verdi allori,,"[""Cingati omai de' suoi più verdi allori""]",Cingati homai de' suoi più verdi allori,Cingati homai de' suoi più verdi allori.md,D7gCViVY58vs,229047589497284133370,identifier,https://lyra.unil.ch/poems/14990,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Cingati homai de' suoi più verdi allori,,"[""Cingati omai de' suoi più verdi allori""]",Cingati homai de' suoi più verdi allori,Cingati homai de' suoi più verdi allori.md,D7gCViVY58vs,229047589497284133370,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/24PiFs2FWWtK,Progetto Lyra,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Cingati homai de' suoi più verdi allori,,"[""Cingati omai de' suoi più verdi allori""]",Cingati homai de' suoi più verdi allori,Cingati homai de' suoi più verdi allori.md,D7gCViVY58vs,229047589497284133370,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Cingati homai de' suoi più verdi allori,,"[""Cingati omai de' suoi più verdi allori""]",Cingati homai de' suoi più verdi allori,Cingati homai de' suoi più verdi allori.md,D7gCViVY58vs,229047589497284133370,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CxoeEPW2RCZ6,Margherita Sarrocchi,,,,,,,,,,,,,,,,,
PoeticWork,Cingati homai de' suoi più verdi allori,,"[""Cingati omai de' suoi più verdi allori""]",Cingati homai de' suoi più verdi allori,Cingati homai de' suoi più verdi allori.md,D7gCViVY58vs,229047589497284133370,part_of,,,,,,,,,Alla Signora Margherita Sarocchi. Risposta.,225.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5TNJQME3SeXz,"Rime di Gio. Battista Marino, amorose, marittime, boscherecce, heroiche, lugubri, morali, sacre, & varie",,,,,,,,,,,,,
PoeticWork,Cingati homai de' suoi più verdi allori,,"[""Cingati omai de' suoi più verdi allori""]",Cingati homai de' suoi più verdi allori,Cingati homai de' suoi più verdi allori.md,D7gCViVY58vs,229047589497284133370,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Cingati homai de' suoi più verdi allori,,"[""Cingati omai de' suoi più verdi allori""]",Cingati homai de' suoi più verdi allori,Cingati homai de' suoi più verdi allori.md,D7gCViVY58vs,229047589497284133370,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Cingati homai de' suoi più verdi allori,,"[""Cingati omai de' suoi più verdi allori""]",Cingati homai de' suoi più verdi allori,Cingati homai de' suoi più verdi allori.md,D7gCViVY58vs,229047589497284133370,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,Cingati homai de' suoi più verdi allori,,"[""Cingati omai de' suoi più verdi allori""]",Cingati homai de' suoi più verdi allori,Cingati homai de' suoi più verdi allori.md,D7gCViVY58vs,229047589497284133370,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NHWsxQsSYgcv,epistolary literature,,,,,,,,,
PoeticWork,Cingati homai de' suoi più verdi allori,,"[""Cingati omai de' suoi più verdi allori""]",Cingati homai de' suoi più verdi allori,Cingati homai de' suoi più verdi allori.md,D7gCViVY58vs,229047589497284133370,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
