class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_start_date,member_of_reference,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,dg9AQ5n2aC4o,736059157655919094950,identifier,,,,,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,dg9AQ5n2aC4o,736059157655919094950,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fGNbusFoz4E3,Italian Women Writers,,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,dg9AQ5n2aC4o,736059157655919094950,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx,(Cox 2020),,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,dg9AQ5n2aC4o,736059157655919094950,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,dg9AQ5n2aC4o,736059157655919094950,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,dg9AQ5n2aC4o,736059157655919094950,work_location,,,,,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,dg9AQ5n2aC4o,736059157655919094950,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/htvvES2xJL7N,1590.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx', 'label': '(Cox 2020)'}]",Accademia degli Insensati di Perugia,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,dg9AQ5n2aC4o,736059157655919094950,occupation,,,,,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,dg9AQ5n2aC4o,736059157655919094950,related_to,,,,,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,dg9AQ5n2aC4o,736059157655919094950,notable_work,,,,,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,dg9AQ5n2aC4o,736059157655919094950,interested_in,,,,,,,,,,,,,,,,,,,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,dg9AQ5n2aC4o,736059157655919094950,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",16311,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,dg9AQ5n2aC4o,736059157655919094950,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fGNbusFoz4E3', 'label': 'Italian Women Writers'}",A0275,
Agent,Francesca Turina Bufalini,,"['Francesca Turina', 'Francesca Turini Bufalini']",Francesca Turina Bufalini,Francesca Turina Bufalini.md,dg9AQ5n2aC4o,736059157655919094950,present_in_work,,,,,,,,,,,,,,,,,,,
