class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,"['holy person', 'santo', 'santa']",saint,saint.md,saint,XDbxcXr7DpT4,602639146453326685799,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation,,
Concept,"['holy person', 'santo', 'santa']",saint,saint.md,saint,XDbxcXr7DpT4,602639146453326685799,subclass_of,,,,
Concept,"['holy person', 'santo', 'santa']",saint,saint.md,saint,XDbxcXr7DpT4,602639146453326685799,identifier,,,,http://www.wikidata.org/entity/Q43115
