class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,has_version_place_of_publication,has_version_publisher,has_version_external_source,has_version_IIIF_manifest,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/BOOK/NV00170010,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,identifier,https://rism.online/sources/990000407,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,identifier,https://edit16.iccu.sbn.it/titolo/CNCE036479,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,,
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RMrG5qDMi6DF,(Stras 2018),,,,,,,,,,,,,,,,,,
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGZbeqwxbiop,partbook,,,,,,,,,,,,,,,,
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,title,,,,,,Canzoni alla napolitana a cinque voci di d. Lodovico Agostini ferrarese. Libro primo,,,,,,,,,,,,,,,
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,inception,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,has_version,,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE036479,1583.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq', 'label': 'Venezia'}]","{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/btogkstkNfhe', 'label': 'Antonio Gardano'}",https://edl.cultura.gov.it/item/eq5127p0rd,https://edl-jarvis.cultura.gov.it/meta/iiif/9cd78746-179c-4753-bb20-9a4ff35e4ea8/manifest,,,,,,,,
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,contributor,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5GmrgRoxsCpY', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SXYLRPCvCSab,Alfonso II d'Este,,,,,
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,contributor,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ybFxsvJusaH,Lodovico Agostini,,,,,
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,subject,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,has_part,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGvRViUmPajp,quintus
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JQL5yoyTLQcN,bassus
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VzJ68XN6VVsG,tenor
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YpD8xTW34ppx,altus
NotatedMusic,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,,,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini,Canzoni alla napoletana a cinque voci di d. Lodovico Agostini.md,AVLWoDHMgKb8,174979633782155675073,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/egtVGoqDNy4L,cantus
