class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value
Concept,Silenus,,['Sileno'],Silenus,Silenus.md,8dGvFkhP3mrA,136581307620599391578,identifier,http://www.wikidata.org/entity/Q464091,,,,,
Concept,Silenus,,['Sileno'],Silenus,Silenus.md,8dGvFkhP3mrA,136581307620599391578,described_by_source,,,,,,
Concept,Silenus,,['Sileno'],Silenus,Silenus.md,8dGvFkhP3mrA,136581307620599391578,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sase3zEpuPuV,mythical character,,
Concept,Silenus,,['Sileno'],Silenus,Silenus.md,8dGvFkhP3mrA,136581307620599391578,subclass_of,,,,,,
Concept,Silenus,,['Sileno'],Silenus,Silenus.md,8dGvFkhP3mrA,136581307620599391578,opposite_of,,,,,,
