class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,duel,duel.md,duel,86Q2aWNHHazc,125403328376318192800,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NipdbPwHTGmA,activity,,
Concept,duel,duel.md,duel,86Q2aWNHHazc,125403328376318192800,subclass_of,,,,
Concept,duel,duel.md,duel,86Q2aWNHHazc,125403328376318192800,identifier,,,,http://www.wikidata.org/entity/Q191503
