class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,title_value,inception_value,has_version_publication_date,has_version_permalink,contributor_role,contributor_value,contributor_label,subject_value,subject_label,based_on_value,catalog_identifier_value,has_part_value
Book,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,,,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico.md,ScjBgFttUQUo,507832218267722131938,identifier,https://edit16.iccu.sbn.it/titolo/CNCE007713,,,,,,,,,,,,,,
Book,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,,,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico.md,ScjBgFttUQUo,507832218267722131938,described_by_source,,,,,,,,,,,,,,,
Book,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,,,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico.md,ScjBgFttUQUo,507832218267722131938,instance_of,,,,,,,,,,,,,,,
Book,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,,,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico.md,ScjBgFttUQUo,507832218267722131938,title,,,,,,,,,,,,,,,
Book,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,,,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico.md,ScjBgFttUQUo,507832218267722131938,inception,,,,,,,,,,,,,,,
Book,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,,,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico.md,ScjBgFttUQUo,507832218267722131938,has_version,,,,,,1585.0,https://edit16.iccu.sbn.it/titolo/CNCE007713,,,,,,,,
Book,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,,,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico.md,ScjBgFttUQUo,507832218267722131938,contributor,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ax45pmd34XBW,Giordano Bruno,,,,,
Book,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,,,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico.md,ScjBgFttUQUo,507832218267722131938,subject,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YtNYvYPNHggc,satire,,,
Book,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,,,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico.md,ScjBgFttUQUo,507832218267722131938,subject,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CaV9wWhKXDbb,docta ignorantia,,,
Book,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,,,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico.md,ScjBgFttUQUo,507832218267722131938,based_on,,,,,,,,,,,,,,,
Book,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,,,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico.md,ScjBgFttUQUo,507832218267722131938,catalog_identifier,,,,,,,,,,,,,,,
Book,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,,,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico,Cabala del cavallo Pegaseo con l'aggiunta dell'Asino Cillenico.md,ScjBgFttUQUo,507832218267722131938,has_part,,,,,,,,,,,,,,,
