class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Licori,,,Licori,Licori.md,5BdjqtnyqFRf,65392963048188779596,identifier,,,,,,,,,,,,,,,,
Agent,Licori,,,Licori,Licori.md,5BdjqtnyqFRf,65392963048188779596,described_by_source,,,,,,,,,,,,,,,,
Agent,Licori,,,Licori,Licori.md,5BdjqtnyqFRf,65392963048188779596,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BGQNJxxjkLkV,literary character,,,,,,,,,,,,
Agent,Licori,,,Licori,Licori.md,5BdjqtnyqFRf,65392963048188779596,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,
Agent,Licori,,,Licori,Licori.md,5BdjqtnyqFRf,65392963048188779596,work_location,,,,,,,,,,,,,,,,
Agent,Licori,,,Licori,Licori.md,5BdjqtnyqFRf,65392963048188779596,member_of,,,,,,,,,,,,,,,,
Agent,Licori,,,Licori,Licori.md,5BdjqtnyqFRf,65392963048188779596,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ddw2PSbVUZ6t,shepherd,,,,,,
Agent,Licori,,,Licori,Licori.md,5BdjqtnyqFRf,65392963048188779596,related_to,,,,,,,,,,,,,,,,
Agent,Licori,,,Licori,Licori.md,5BdjqtnyqFRf,65392963048188779596,notable_work,,,,,,,,,,,,,,,,
Agent,Licori,,,Licori,Licori.md,5BdjqtnyqFRf,65392963048188779596,interested_in,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ruLTSyv8VeY,pastoral,,
Agent,Licori,,,Licori,Licori.md,5BdjqtnyqFRf,65392963048188779596,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Licori,,,Licori,Licori.md,5BdjqtnyqFRf,65392963048188779596,present_in_work,,,,,,,,,,,,,,,,
