class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,identifier_value
Agent,Emperor Charles V,Emperor Charles V.md,Emperor Charles V,BM2Fg8iJ24DH,192603255430228610745,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Emperor Charles V,Emperor Charles V.md,Emperor Charles V,BM2Fg8iJ24DH,192603255430228610745,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Emperor Charles V,Emperor Charles V.md,Emperor Charles V,BM2Fg8iJ24DH,192603255430228610745,work_location,,,,,,,,,,,,,,
Agent,Emperor Charles V,Emperor Charles V.md,Emperor Charles V,BM2Fg8iJ24DH,192603255430228610745,member_of,,,,,,,,,,,,,,
Agent,Emperor Charles V,Emperor Charles V.md,Emperor Charles V,BM2Fg8iJ24DH,192603255430228610745,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LyEatsU6bs4d,politician,,,,,,
Agent,Emperor Charles V,Emperor Charles V.md,Emperor Charles V,BM2Fg8iJ24DH,192603255430228610745,related_to,,,,,,,,,,,,,,
Agent,Emperor Charles V,Emperor Charles V.md,Emperor Charles V,BM2Fg8iJ24DH,192603255430228610745,notable_work,,,,,,,,,,,,,,
Agent,Emperor Charles V,Emperor Charles V.md,Emperor Charles V,BM2Fg8iJ24DH,192603255430228610745,interested_in,,,,,,,,,,,,,,
Agent,Emperor Charles V,Emperor Charles V.md,Emperor Charles V,BM2Fg8iJ24DH,192603255430228610745,catalog_identifier,,,,,,,,,,,,,,
Agent,Emperor Charles V,Emperor Charles V.md,Emperor Charles V,BM2Fg8iJ24DH,192603255430228610745,present_in_work,,,,,,,,,,,,,,
Agent,Emperor Charles V,Emperor Charles V.md,Emperor Charles V,BM2Fg8iJ24DH,192603255430228610745,identifier,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q32500
