class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,subject_value,subject_label,depicts_value,part_of_value,used_by_value,used_by_label,motto_value
EmblemClass,Allegory of Prudence,,,Allegory of Prudence,Allegory of Prudence.md,SC4r7EZa9bsX,498899992476084770426,identifier,http://www.wikidata.org/entity/Q2528145,,,,,,,,,
EmblemClass,Allegory of Prudence,,,Allegory of Prudence,Allegory of Prudence.md,SC4r7EZa9bsX,498899992476084770426,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Zo7gdF6vwLoN,(Bolzoni 2012),,,,,,,
EmblemClass,Allegory of Prudence,,,Allegory of Prudence,Allegory of Prudence.md,SC4r7EZa9bsX,498899992476084770426,subject,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dm4e63JgvD3X,time,,,,,
EmblemClass,Allegory of Prudence,,,Allegory of Prudence,Allegory of Prudence.md,SC4r7EZa9bsX,498899992476084770426,depicts,,,,,,,,,,
EmblemClass,Allegory of Prudence,,,Allegory of Prudence,Allegory of Prudence.md,SC4r7EZa9bsX,498899992476084770426,part_of,,,,,,,,,,
EmblemClass,Allegory of Prudence,,,Allegory of Prudence,Allegory of Prudence.md,SC4r7EZa9bsX,498899992476084770426,used_by,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f3FNafVsKKJH,Tiziano,
EmblemClass,Allegory of Prudence,,,Allegory of Prudence,Allegory of Prudence.md,SC4r7EZa9bsX,498899992476084770426,motto,,,,,,,,,,
