class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Ansaldo Cebà,,,Ansaldo Cebà,Ansaldo Cebà.md,7H8qw9tLGaES,108653449259103521307,identifier,http://www.wikidata.org/entity/Q17453187,,,,,,,,,,,,,,,,,
Agent,Ansaldo Cebà,,,Ansaldo Cebà,Ansaldo Cebà.md,7H8qw9tLGaES,108653449259103521307,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Ansaldo Cebà,,,Ansaldo Cebà,Ansaldo Cebà.md,7H8qw9tLGaES,108653449259103521307,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Ansaldo Cebà,,,Ansaldo Cebà,Ansaldo Cebà.md,7H8qw9tLGaES,108653449259103521307,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,,
Agent,Ansaldo Cebà,,,Ansaldo Cebà,Ansaldo Cebà.md,7H8qw9tLGaES,108653449259103521307,work_location,,,,,,,,,,,,,,,,,,
Agent,Ansaldo Cebà,,,Ansaldo Cebà,Ansaldo Cebà.md,7H8qw9tLGaES,108653449259103521307,member_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GiHfDP4DdMdp,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}]",Accademia degli Incogniti di Venezia,,,,,,,,
Agent,Ansaldo Cebà,,,Ansaldo Cebà,Ansaldo Cebà.md,7H8qw9tLGaES,108653449259103521307,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,,,
Agent,Ansaldo Cebà,,,Ansaldo Cebà,Ansaldo Cebà.md,7H8qw9tLGaES,108653449259103521307,related_to,,,,,,,,,,,,,,,,,,
Agent,Ansaldo Cebà,,,Ansaldo Cebà,Ansaldo Cebà.md,7H8qw9tLGaES,108653449259103521307,notable_work,,,,,,,,,,,,,,,,,,
Agent,Ansaldo Cebà,,,Ansaldo Cebà,Ansaldo Cebà.md,7H8qw9tLGaES,108653449259103521307,interested_in,,,,,,,,,,,,,,,,,,
Agent,Ansaldo Cebà,,,Ansaldo Cebà,Ansaldo Cebà.md,7H8qw9tLGaES,108653449259103521307,catalog_identifier,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",20101.0,
Agent,Ansaldo Cebà,,,Ansaldo Cebà,Ansaldo Cebà.md,7H8qw9tLGaES,108653449259103521307,present_in_work,,,,,,,,,,,,,,,,,,
