class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/F83FXwvvhCvA,Giovanni Battista Maurizzi,,,,,,,,,,,,,,,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,part_of,,,,,,,,Dell'Immaturo,6.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YGHkPLurgTyx,Ricreazioni amorose de gli Academici Gelati di Bologna,,,,,,,,,,,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/d6Scakn6F3bd,Sun,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hmGaXqatDNBT,dawn,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SXrVe27zaz8x,light beam,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/494MWJWBbbLj,eye,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gHVGjgKjtq6V,woman,,,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Già'l carro ardente, che conduce il giorno",,,"Già'l carro ardente, che conduce il giorno","Già'l carro ardente, che conduce il giorno.md",HjPFvYtsAmQp,324516796979646613270,text,,,,,,,,,,,,,,,,,,,,,,,,"Già'l carro ardente , che conduce il giorno
Sovr'il nostro hemisfero era sì alzato, 
Che dritto a noi nel suo camino usato 
Brevissime rendea l'ombre d' intorno.

L'ardor de' caldi raggi ogni soggiorno 
Penetrava, e n'havea l'aere infiammato:
Alhor Madonna al suo bel viso amato 
L'aure invitava con dolc' atto adorno.

Rotava la man bella un caro guanto,
Che troppo ardito, o d' appressarsi vago
L'un de begli occhi impetuoso offese.

Lampeggiò'l lume, e' uscir faville accese,
Che'l mondo arder potean, s'Amor, gran mago,
Non le cangiava in chiare onde di pianto."
