class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Giovanni de Bulghat,Giovanni de Bulghat.md,Giovanni de Bulghat,FrJd243EjCF2,285749822000601145119,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Giovanni de Bulghat,Giovanni de Bulghat.md,Giovanni de Bulghat,FrJd243EjCF2,285749822000601145119,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Giovanni de Bulghat,Giovanni de Bulghat.md,Giovanni de Bulghat,FrJd243EjCF2,285749822000601145119,work_location,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Ut5gfQdSP4WR,Ferrara,,,,,,,,
Agent,Giovanni de Bulghat,Giovanni de Bulghat.md,Giovanni de Bulghat,FrJd243EjCF2,285749822000601145119,member_of,,,,,,,,,,,,,,
Agent,Giovanni de Bulghat,Giovanni de Bulghat.md,Giovanni de Bulghat,FrJd243EjCF2,285749822000601145119,occupation,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,
Agent,Giovanni de Bulghat,Giovanni de Bulghat.md,Giovanni de Bulghat,FrJd243EjCF2,285749822000601145119,related_to,,,,,,,,,,,,,,
Agent,Giovanni de Bulghat,Giovanni de Bulghat.md,Giovanni de Bulghat,FrJd243EjCF2,285749822000601145119,notable_work,,,,,,,,,,,,,,
Agent,Giovanni de Bulghat,Giovanni de Bulghat.md,Giovanni de Bulghat,FrJd243EjCF2,285749822000601145119,interested_in,,,,,,,,,,,,,,
Agent,Giovanni de Bulghat,Giovanni de Bulghat.md,Giovanni de Bulghat,FrJd243EjCF2,285749822000601145119,catalog_identifier,,,,,,,,,,,,,,
Agent,Giovanni de Bulghat,Giovanni de Bulghat.md,Giovanni de Bulghat,FrJd243EjCF2,285749822000601145119,present_in_work,,,,,,,,,,,,,,
