class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Angelo Gardano,,,Angelo Gardano,Angelo Gardano.md,Ah3xiLm7tVeM,179218946546771266468,identifier,http://www.wikidata.org/entity/Q52153987,,,,,,,,,,,,,,,
Agent,Angelo Gardano,,,Angelo Gardano,Angelo Gardano.md,Ah3xiLm7tVeM,179218946546771266468,described_by_source,,,,,,,,,,,,,,,,
Agent,Angelo Gardano,,,Angelo Gardano,Angelo Gardano.md,Ah3xiLm7tVeM,179218946546771266468,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Angelo Gardano,,,Angelo Gardano,Angelo Gardano.md,Ah3xiLm7tVeM,179218946546771266468,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Angelo Gardano,,,Angelo Gardano,Angelo Gardano.md,Ah3xiLm7tVeM,179218946546771266468,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,
Agent,Angelo Gardano,,,Angelo Gardano,Angelo Gardano.md,Ah3xiLm7tVeM,179218946546771266468,member_of,,,,,,,,,,,,,,,,
Agent,Angelo Gardano,,,Angelo Gardano,Angelo Gardano.md,Ah3xiLm7tVeM,179218946546771266468,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,
Agent,Angelo Gardano,,,Angelo Gardano,Angelo Gardano.md,Ah3xiLm7tVeM,179218946546771266468,related_to,,,,,,,,,,,,,,,,
Agent,Angelo Gardano,,,Angelo Gardano,Angelo Gardano.md,Ah3xiLm7tVeM,179218946546771266468,notable_work,,,,,,,,,,,,,,,,
Agent,Angelo Gardano,,,Angelo Gardano,Angelo Gardano.md,Ah3xiLm7tVeM,179218946546771266468,interested_in,,,,,,,,,,,,,,,,
Agent,Angelo Gardano,,,Angelo Gardano,Angelo Gardano.md,Ah3xiLm7tVeM,179218946546771266468,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Angelo Gardano,,,Angelo Gardano,Angelo Gardano.md,Ah3xiLm7tVeM,179218946546771266468,present_in_work,,,,,,,,,,,,,,,,
