class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Pirro Ligorio,,,Pirro Ligorio,Pirro Ligorio.md,JeipotRf6rFA,343466872140015361334,identifier,,,,,,,,,,,,,,,,
Agent,Pirro Ligorio,,,Pirro Ligorio,Pirro Ligorio.md,JeipotRf6rFA,343466872140015361334,described_by_source,,,,,,,,,,,,,,,,
Agent,Pirro Ligorio,,,Pirro Ligorio,Pirro Ligorio.md,JeipotRf6rFA,343466872140015361334,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Pirro Ligorio,,,Pirro Ligorio,Pirro Ligorio.md,JeipotRf6rFA,343466872140015361334,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Pirro Ligorio,,,Pirro Ligorio,Pirro Ligorio.md,JeipotRf6rFA,343466872140015361334,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/P5ipTFsK5dJG,Roma,,,,,,,,
Agent,Pirro Ligorio,,,Pirro Ligorio,Pirro Ligorio.md,JeipotRf6rFA,343466872140015361334,member_of,,,,,,,,,,,,,,,,
Agent,Pirro Ligorio,,,Pirro Ligorio,Pirro Ligorio.md,JeipotRf6rFA,343466872140015361334,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,,
Agent,Pirro Ligorio,,,Pirro Ligorio,Pirro Ligorio.md,JeipotRf6rFA,343466872140015361334,related_to,,,,,,,,,,,,,,,,
Agent,Pirro Ligorio,,,Pirro Ligorio,Pirro Ligorio.md,JeipotRf6rFA,343466872140015361334,notable_work,,,,,,,,,,,,,,,,
Agent,Pirro Ligorio,,,Pirro Ligorio,Pirro Ligorio.md,JeipotRf6rFA,343466872140015361334,interested_in,,,,,,,,,,,,,,,,
Agent,Pirro Ligorio,,,Pirro Ligorio,Pirro Ligorio.md,JeipotRf6rFA,343466872140015361334,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",19123.0
