class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Fausta Tacita,Fausta Tacita.md,Fausta Tacita,jAAB8FezF2Df,849019989021960291046,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Fausta Tacita,Fausta Tacita.md,Fausta Tacita,jAAB8FezF2Df,849019989021960291046,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,
Agent,Fausta Tacita,Fausta Tacita.md,Fausta Tacita,jAAB8FezF2Df,849019989021960291046,work_location,,,,,,,,,,,,,,
Agent,Fausta Tacita,Fausta Tacita.md,Fausta Tacita,jAAB8FezF2Df,849019989021960291046,member_of,,,,,,,,,,,,,,
Agent,Fausta Tacita,Fausta Tacita.md,Fausta Tacita,jAAB8FezF2Df,849019989021960291046,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW,poet,,,,,,
Agent,Fausta Tacita,Fausta Tacita.md,Fausta Tacita,jAAB8FezF2Df,849019989021960291046,related_to,,,,,,,,,,,,,,
Agent,Fausta Tacita,Fausta Tacita.md,Fausta Tacita,jAAB8FezF2Df,849019989021960291046,notable_work,,,,,,,,,,,,,,
Agent,Fausta Tacita,Fausta Tacita.md,Fausta Tacita,jAAB8FezF2Df,849019989021960291046,interested_in,,,,,,,,,,,,,,
Agent,Fausta Tacita,Fausta Tacita.md,Fausta Tacita,jAAB8FezF2Df,849019989021960291046,catalog_identifier,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fGNbusFoz4E3', 'label': 'Italian Women Writers'}",A0400,
Agent,Fausta Tacita,Fausta Tacita.md,Fausta Tacita,jAAB8FezF2Df,849019989021960291046,present_in_work,,,,,,,,,,,,,,
