class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,opposite_of_value,opposite_of_label,instance_of_value,instance_of_label
Concept,teacher,,"['mentor', 'maestro']",teacher,teacher.md,er6KNKXLyHaP,760297335901602844104,identifier,http://www.wikidata.org/entity/Q37226,,,,,
Concept,teacher,,"['mentor', 'maestro']",teacher,teacher.md,er6KNKXLyHaP,760297335901602844104,identifier,http://www.wikidata.org/entity/Q16515647,,,,,
Concept,teacher,,"['mentor', 'maestro']",teacher,teacher.md,er6KNKXLyHaP,760297335901602844104,described_by_source,,,,,,
Concept,teacher,,"['mentor', 'maestro']",teacher,teacher.md,er6KNKXLyHaP,760297335901602844104,opposite_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Zwz6KuPgWRWe,student,,
Concept,teacher,,"['mentor', 'maestro']",teacher,teacher.md,er6KNKXLyHaP,760297335901602844104,instance_of,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6oNeDcfvTHyK,occupation
