class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_volume,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aS9jDyDiqBTA,Francesco Maria Santinelli,,,,,,,,,,,,,,,,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,part_of,,,,,,,,Il Precipitio. A cader va chi troppo in alto sale.,,60.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RXV5QKBAjKHn,Canzoni del Marchese Francesco Maria Santinelli Cameriero Maggiore di Cristina Alessandra Regina di Svezia,,,,,,,,,,,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/knEhuwD9cHVP,humility,,,,,,,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XF9vnVnjvEzN,watercraft,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5PPMvehXX5tk,ocean,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PnkoxmTbaCXr,Muse,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Dzfwa86PTDPj,harbor,,,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Pensier troppo infelice,,,Pensier troppo infelice,Pensier troppo infelice.md,7JsDL7R5H7GT,109284515498576810749,text,,,,,,,,,,,,,,,,,,,,,,,,,
