class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,subject_value,subject_label,depicts_value,depicts_label,part_of_value,part_of_section,part_of_page,part_of_label,used_by_value,motto_value
EmblemClass,Undique tutus,"Emblem depicting an hedgehog with the Latin motto ""Undique tutus"" meaning ""Everywhere safe"".",,Undique tutus,Undique tutus.md,5XgHBUS8j2SZ,72649711783336130878,identifier,,,,,,,,,,,,
EmblemClass,Undique tutus,"Emblem depicting an hedgehog with the Latin motto ""Undique tutus"" meaning ""Everywhere safe"".",,Undique tutus,Undique tutus.md,5XgHBUS8j2SZ,72649711783336130878,described_by_source,,,,,,,,,,,,
EmblemClass,Undique tutus,"Emblem depicting an hedgehog with the Latin motto ""Undique tutus"" meaning ""Everywhere safe"".",,Undique tutus,Undique tutus.md,5XgHBUS8j2SZ,72649711783336130878,subject,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a97zxd7KTbqf,safety,,,,,,,,
EmblemClass,Undique tutus,"Emblem depicting an hedgehog with the Latin motto ""Undique tutus"" meaning ""Everywhere safe"".",,Undique tutus,Undique tutus.md,5XgHBUS8j2SZ,72649711783336130878,depicts,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JSv5UwGn7FVA,hedgehog,,,,,,
EmblemClass,Undique tutus,"Emblem depicting an hedgehog with the Latin motto ""Undique tutus"" meaning ""Everywhere safe"".",,Undique tutus,Undique tutus.md,5XgHBUS8j2SZ,72649711783336130878,part_of,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Ew34m9NBYVrU,Dell'Abstruso.,1.0,Rime de gli Academici Occulti con le loro imprese et discorsi,,
EmblemClass,Undique tutus,"Emblem depicting an hedgehog with the Latin motto ""Undique tutus"" meaning ""Everywhere safe"".",,Undique tutus,Undique tutus.md,5XgHBUS8j2SZ,72649711783336130878,used_by,,,,,,,,,,,,
EmblemClass,Undique tutus,"Emblem depicting an hedgehog with the Latin motto ""Undique tutus"" meaning ""Everywhere safe"".",,Undique tutus,Undique tutus.md,5XgHBUS8j2SZ,72649711783336130878,motto,,,,,,,,,,,,Undique tutus
