class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,Ne la dolce stagion di Primavera (Pordenone),,,Ne la dolce stagion di Primavera (Pordenone),Ne la dolce stagion di Primavera (Pordenone).md,SX6ZTsJSQxgu,505789474759816996983,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F168650000010101_000000196100C,,,,,,,,,,,,,,
MusicComposition,Ne la dolce stagion di Primavera (Pordenone),,,Ne la dolce stagion di Primavera (Pordenone),Ne la dolce stagion di Primavera (Pordenone).md,SX6ZTsJSQxgu,505789474759816996983,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,
MusicComposition,Ne la dolce stagion di Primavera (Pordenone),,,Ne la dolce stagion di Primavera (Pordenone),Ne la dolce stagion di Primavera (Pordenone).md,SX6ZTsJSQxgu,505789474759816996983,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KMtT3sEksj7N,madrigal,,,,,,,,,,
MusicComposition,Ne la dolce stagion di Primavera (Pordenone),,,Ne la dolce stagion di Primavera (Pordenone),Ne la dolce stagion di Primavera (Pordenone).md,SX6ZTsJSQxgu,505789474759816996983,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oVgX4nooPy2A,Tarquinia Molza,,,,,,,
MusicComposition,Ne la dolce stagion di Primavera (Pordenone),,,Ne la dolce stagion di Primavera (Pordenone),Ne la dolce stagion di Primavera (Pordenone).md,SX6ZTsJSQxgu,505789474759816996983,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PSizCrgD886r,Marc'Antonio Pordenone,,,,,,,
MusicComposition,Ne la dolce stagion di Primavera (Pordenone),,,Ne la dolce stagion di Primavera (Pordenone),Ne la dolce stagion di Primavera (Pordenone).md,SX6ZTsJSQxgu,505789474759816996983,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jkTazJcNpV85,Il quarto libro de madrigali di Marc'Antonio Pordenon. A cinque voci,,,,,
MusicComposition,Ne la dolce stagion di Primavera (Pordenone),,,Ne la dolce stagion di Primavera (Pordenone),Ne la dolce stagion di Primavera (Pordenone).md,SX6ZTsJSQxgu,505789474759816996983,instrumentation,,,,,,,,,,,,,,,
MusicComposition,Ne la dolce stagion di Primavera (Pordenone),,,Ne la dolce stagion di Primavera (Pordenone),Ne la dolce stagion di Primavera (Pordenone).md,SX6ZTsJSQxgu,505789474759816996983,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZoZiSoLqSvg3,Ne la dolce stagion di Primavera,,
MusicComposition,Ne la dolce stagion di Primavera (Pordenone),,,Ne la dolce stagion di Primavera (Pordenone),Ne la dolce stagion di Primavera (Pordenone).md,SX6ZTsJSQxgu,505789474759816996983,derivative_work,,,,,,,,,,,,,,,
MusicComposition,Ne la dolce stagion di Primavera (Pordenone),,,Ne la dolce stagion di Primavera (Pordenone),Ne la dolce stagion di Primavera (Pordenone).md,SX6ZTsJSQxgu,505789474759816996983,text,,,,,,,,,,,,,,,
