class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,"['ragionamento', 'trattato', 'discorso']",treatise,treatise.md,treatise,m7L8ASjPN8nA,889268873435453948324,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JHrGKtEArQaq,document,,
Concept,"['ragionamento', 'trattato', 'discorso']",treatise,treatise.md,treatise,m7L8ASjPN8nA,889268873435453948324,subclass_of,,,,
Concept,"['ragionamento', 'trattato', 'discorso']",treatise,treatise.md,treatise,m7L8ASjPN8nA,889268873435453948324,identifier,,,,http://www.wikidata.org/entity/Q384515
