class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,"Infelice Signor, hor questo è'l merto",,,"Infelice Signor, hor questo è'l merto","Infelice Signor, hor questo è'l merto.md",aTCWLrEvh2qK,669466301341905683384,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Infelice Signor, hor questo è'l merto",,,"Infelice Signor, hor questo è'l merto","Infelice Signor, hor questo è'l merto.md",aTCWLrEvh2qK,669466301341905683384,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Infelice Signor, hor questo è'l merto",,,"Infelice Signor, hor questo è'l merto","Infelice Signor, hor questo è'l merto.md",aTCWLrEvh2qK,669466301341905683384,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Infelice Signor, hor questo è'l merto",,,"Infelice Signor, hor questo è'l merto","Infelice Signor, hor questo è'l merto.md",aTCWLrEvh2qK,669466301341905683384,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2Pdscgmu8bbW,Ridolfo Campeggi,,,,,,,,,,,,,,,,,
PoeticWork,"Infelice Signor, hor questo è'l merto",,,"Infelice Signor, hor questo è'l merto","Infelice Signor, hor questo è'l merto.md",aTCWLrEvh2qK,669466301341905683384,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gQfPLJXEVPsT,7.0,6.0,La distruzione di Gierusalemme,,,,,,,,,,,,,
PoeticWork,"Infelice Signor, hor questo è'l merto",,,"Infelice Signor, hor questo è'l merto","Infelice Signor, hor questo è'l merto.md",aTCWLrEvh2qK,669466301341905683384,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Infelice Signor, hor questo è'l merto",,,"Infelice Signor, hor questo è'l merto","Infelice Signor, hor questo è'l merto.md",aTCWLrEvh2qK,669466301341905683384,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Infelice Signor, hor questo è'l merto",,,"Infelice Signor, hor questo è'l merto","Infelice Signor, hor questo è'l merto.md",aTCWLrEvh2qK,669466301341905683384,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/e4z5crPAxqJa,religion,,,,,,,,,
PoeticWork,"Infelice Signor, hor questo è'l merto",,,"Infelice Signor, hor questo è'l merto","Infelice Signor, hor questo è'l merto.md",aTCWLrEvh2qK,669466301341905683384,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FS23yoaJjtRG,martyrdom,,,,,,,,,
PoeticWork,"Infelice Signor, hor questo è'l merto",,,"Infelice Signor, hor questo è'l merto","Infelice Signor, hor questo è'l merto.md",aTCWLrEvh2qK,669466301341905683384,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QKnFCoKHDFvG,ottava rima,,,,,,,
PoeticWork,"Infelice Signor, hor questo è'l merto",,,"Infelice Signor, hor questo è'l merto","Infelice Signor, hor questo è'l merto.md",aTCWLrEvh2qK,669466301341905683384,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,"Infelice Signor, hor questo è'l merto",,,"Infelice Signor, hor questo è'l merto","Infelice Signor, hor questo è'l merto.md",aTCWLrEvh2qK,669466301341905683384,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cmG7qu4tHNZL,Jesus Christ,,,
PoeticWork,"Infelice Signor, hor questo è'l merto",,,"Infelice Signor, hor questo è'l merto","Infelice Signor, hor questo è'l merto.md",aTCWLrEvh2qK,669466301341905683384,text,,,,,,,,,,,,,,,,,,,,,,"Infelice Signor, hor questo è'l merto,
Che della tua bontà fra noi riporti,
Per aprirci il camin scosceso, & erto
Di gire al Ciel, quai pene, ahi non sopporti?
Perché mostrasti il tuo potere aperto,
Sanando gl'egri, e ravvivando i morti,
Sarai costretto dallo stuol feroce
Lasciar il corpo essanimato in Croce.",,
PoeticWork,"Infelice Signor, hor questo è'l merto",,,"Infelice Signor, hor questo è'l merto","Infelice Signor, hor questo è'l merto.md",aTCWLrEvh2qK,669466301341905683384,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian
